i,k,f1
2422,5,0.855
2422,10,0.881
2422,25,0.91
2422,50,0.933
2422,-1,0.939
2423,1,0.505
2423,5,0.864
2423,10,0.855
2423,25,0.888
2423,50,0.915
2423,-1,0.94
2424,1,0.741
2424,5,0.856
2424,10,0.888
2424,25,0.898
2424,50,0.915
2424,-1,0.939
2425,1,0.61
2425,5,0.838
2425,10,0.86
2425,25,0.892
2425,50,0.894
2425,-1,0.937
2426,1,0.571
2426,5,0.87
2426,10,0.894
2426,25,0.925
2426,50,0.906
2426,-1,0.93
2427,1,0.761
2427,5,0.783
2427,10,0.835
2427,25,0.867
2427,50,0.867
2427,-1,0.947
2428,1,0.787
2428,5,0.86
2428,10,0.893
2428,25,0.916
2428,50,0.921
2428,-1,0.93
2429,1,0.738
2429,5,0.823
2429,10,0.873
2429,25,0.884
2429,50,0.892
2429,-1,0.918
2430,1,0.774
2430,5,0.889
2430,10,0.906
2430,25,0.906
2430,50,0.923
2430,-1,0.928
2431,1,0.745
2431,5,0.848
2431,10,0.89
2431,25,0.911
2431,50,0.916
2431,-1,0.946
2432,1,0.373
2432,5,0.867
2432,10,0.908
2432,25,0.899
2432,50,0.897
2432,-1,0.934
2433,1,0.782
2433,5,0.883
2433,10,0.898
2433,25,0.918
2433,50,0.903
2433,-1,0.943
2434,1,0.639
2434,5,0.842
2434,10,0.857
2434,25,0.916
2434,50,0.914
2434,-1,0.947
2435,1,0.801
2435,5,0.892
2435,10,0.892
2435,25,0.911
2435,50,0.908
2435,-1,0.948
2436,1,0.727
2436,5,0.882
2436,10,0.861
2436,25,0.873
2436,50,0.898
2436,-1,0.931
2437,1,0.719
2437,5,0.831
2437,10,0.884
2437,25,0.886
2437,50,0.898
2437,-1,0.945
2438,1,0.677
2438,5,0.807
2438,10,0.839
2438,25,0.888
2438,50,0.887
2438,-1,0.929
2439,1,0.659
2439,5,0.845
2439,10,0.88
2439,25,0.88
2439,50,0.889
2439,-1,0.943
2440,1,0.728
2440,5,0.858
2440,10,0.832
2440,25,0.884
2440,50,0.881
2440,-1,0.95
2441,1,0.719
2441,5,0.885
2441,10,0.918
2441,25,0.914
2441,50,0.916
2441,-1,0.941
2442,1,0.719
2442,5,0.816
2442,10,0.857
2442,25,0.923
2442,50,0.925
2442,-1,0.931
2443,1,0.191
2443,5,0.815
2443,10,0.864
2443,25,0.891
2443,50,0.892
2443,-1,0.937
2444,1,0.693
2444,5,0.852
2444,10,0.904
2444,25,0.92
2444,50,0.933
2444,-1,0.937
2445,1,0.836
2445,5,0.92
2445,10,0.875
2445,25,0.902
2445,50,0.93
2445,-1,0.943
2446,1,0.442
2446,5,0.855
2446,10,0.855
2446,25,0.902
2446,50,0.906
2446,-1,0.954
2447,1,0.861
2447,5,0.877
2447,10,0.9
2447,25,0.897
2447,50,0.912
2447,-1,0.934
2448,1,0.584
2448,5,0.802
2448,10,0.873
2448,25,0.897
2448,50,0.919
2448,-1,0.934
2449,1,0.401
2449,5,0.855
2449,10,0.85
2449,25,0.873
2449,50,0.885
2449,-1,0.941
2450,1,0.831
2450,5,0.885
2450,10,0.901
2450,25,0.888
2450,50,0.893
2450,-1,0.934
2451,1,0.778
2451,5,0.897
2451,10,0.865
2451,25,0.9
2451,50,0.913
2451,-1,0.937
2452,1,0.582
2452,5,0.805
2452,10,0.829
2452,25,0.89
2452,50,0.912
2452,-1,0.946
2453,1,0.476
2453,5,0.834
2453,10,0.874
2453,25,0.887
2453,50,0.884
2453,-1,0.929
2454,1,0.589
2454,5,0.835
2454,10,0.885
2454,25,0.889
2454,50,0.914
2454,-1,0.955
2455,1,0.76
2455,5,0.863
2455,10,0.877
2455,25,0.9
2455,50,0.906
2455,-1,0.944
2456,1,0.67
2456,5,0.864
2456,10,0.88
2456,25,0.92
2456,50,0.923
2456,-1,0.945
2457,1,0.845
2457,5,0.872
2457,10,0.895
2457,25,0.897
2457,50,0.92
2457,-1,0.94
2458,1,0.718
2458,5,0.855
2458,10,0.878
2458,25,0.883
2458,50,0.889
2458,-1,0.938
2459,1,0.621
2459,5,0.818
2459,10,0.885
2459,25,0.92
2459,50,0.923
2459,-1,0.947
2460,1,0.676
2460,5,0.841
2460,10,0.867
2460,25,0.87
2460,50,0.886
2460,-1,0.94
2461,1,0.691
2461,5,0.884
2461,10,0.917
2461,25,0.927
2461,50,0.918
2461,-1,0.935
2462,1,0.433
2462,5,0.829
2462,10,0.857
2462,25,0.883
2462,50,0.905
2462,-1,0.937
2463,1,0.795
2463,5,0.861
2463,10,0.896
2463,25,0.884
2463,50,0.911
2463,-1,0.94
2464,1,0.405
2464,5,0.788
2464,10,0.821
2464,25,0.843
2464,50,0.892
2464,-1,0.952
2465,1,0.616
2465,5,0.882
2465,10,0.861
2465,25,0.886
2465,50,0.899
2465,-1,0.94
2466,1,0.679
2466,5,0.867
2466,10,0.844
2466,25,0.869
2466,50,0.907
2466,-1,0.94
2467,1,0.617
2467,5,0.821
2467,10,0.872
2467,25,0.895
2467,50,0.923
2467,-1,0.946
2468,1,0.67
2468,5,0.849
2468,10,0.885
2468,25,0.895
2468,50,0.904
2468,-1,0.933
2469,1,0.722
2469,5,0.787
2469,10,0.854
2469,25,0.876
2469,50,0.906
2469,-1,0.928
2470,1,0.313
2470,5,0.684
2470,10,0.874
2470,25,0.914
2470,50,0.911
2470,-1,0.94
2471,1,0.54
2471,5,0.884
2471,10,0.889
2471,25,0.87
2471,50,0.91
2471,-1,0.948
2472,1,0.277
2472,5,0.714
2472,10,0.819
2472,25,0.889
2472,50,0.886
2472,-1,0.941
2473,1,0.757
2473,5,0.704
2473,10,0.825
2473,25,0.864
2473,50,0.877
2473,-1,0.936
2474,1,0.656
2474,5,0.837
2474,10,0.883
2474,25,0.908
2474,50,0.905
2474,-1,0.93
2475,1,0.399
2475,5,0.798
2475,10,0.88
2475,25,0.91
2475,50,0.917
2475,-1,0.945
2476,1,0.819
2476,5,0.843
2476,10,0.88
2476,25,0.905
2476,50,0.889
2476,-1,0.935
2477,1,0.789
2477,5,0.899
2477,10,0.888
2477,25,0.916
2477,50,0.912
2477,-1,0.956
2478,1,0.697
2478,5,0.868
2478,10,0.894
2478,25,0.899
2478,50,0.916
2478,-1,0.947
2479,1,0.443
2479,5,0.863
2479,10,0.889
2479,25,0.896
2479,50,0.898
2479,-1,0.926
2480,1,0.552
2480,5,0.861
2480,10,0.922
2480,25,0.914
2480,50,0.92
2480,-1,0.943
2481,1,0.741
2481,5,0.813
2481,10,0.855
2481,25,0.87
2481,50,0.901
2481,-1,0.941
2482,1,0.541
2482,5,0.792
2482,10,0.858
2482,25,0.9
2482,50,0.917
2482,-1,0.933
2483,1,0.66
2483,5,0.851
2483,10,0.865
2483,25,0.89
2483,50,0.898
2483,-1,0.943
2484,1,0.689
2484,5,0.82
2484,10,0.856
2484,25,0.88
2484,50,0.905
2484,-1,0.938
2485,1,0.683
2485,5,0.843
2485,10,0.909
2485,25,0.905
2485,50,0.894
2485,-1,0.942
2486,1,0.703
2486,5,0.833
2486,10,0.883
2486,25,0.894
2486,50,0.885
2486,-1,0.938
2487,1,0.813
2487,5,0.815
2487,10,0.879
2487,25,0.899
2487,50,0.912
2487,-1,0.938
2488,1,0.708
2488,5,0.877
2488,10,0.894
2488,25,0.91
2488,50,0.922
2488,-1,0.944
2489,1,0.838
2489,5,0.845
2489,10,0.882
2489,25,0.918
2489,50,0.903
2489,-1,0.936
2490,1,0.196
2490,5,0.629
2490,10,0.863
2490,25,0.893
2490,50,0.905
2490,-1,0.929
2491,1,0.785
2491,5,0.898
2491,10,0.91
2491,25,0.888
2491,50,0.9
2491,-1,0.942
2492,1,0.545
2492,5,0.826
2492,10,0.8
2492,25,0.868
2492,50,0.881
2492,-1,0.928
2493,1,0.798
2493,5,0.874
2493,10,0.859
2493,25,0.881
2493,50,0.895
2493,-1,0.945
2494,1,0.656
2494,5,0.863
2494,10,0.883
2494,25,0.898
2494,50,0.873
2494,-1,0.945
2495,1,0.696
2495,5,0.853
2495,10,0.893
2495,25,0.895
2495,50,0.912
2495,-1,0.953
2496,1,0.729
2496,5,0.879
2496,10,0.88
2496,25,0.903
2496,50,0.899
2496,-1,0.949
2497,1,0.748
2497,5,0.88
2497,10,0.897
2497,25,0.927
2497,50,0.922
2497,-1,0.932
2498,1,0.676
2498,5,0.756
2498,10,0.874
2498,25,0.924
2498,50,0.911
2498,-1,0.931
2499,1,0.624
2499,5,0.81
2499,10,0.838
2499,25,0.88
2499,50,0.908
2499,-1,0.938
2500,1,0.574
2500,5,0.891
2500,10,0.893
2500,25,0.909
2500,50,0.89
2500,-1,0.929
2501,1,0.684
2501,5,0.908
2501,10,0.91
2501,25,0.892
2501,50,0.902
2501,-1,0.951
2502,1,0.681
2502,5,0.836
2502,10,0.868
2502,25,0.883
2502,50,0.88
2502,-1,0.933
2503,1,0.608
2503,5,0.872
2503,10,0.861
2503,25,0.887
2503,50,0.867
2503,-1,0.946
2504,1,0.474
2504,5,0.885
2504,10,0.893
2504,25,0.864
2504,50,0.905
2504,-1,0.93
2505,1,0.522
2505,5,0.892
2505,10,0.884
2505,25,0.903
2505,50,0.925
2505,-1,0.94
2506,1,0.564
2506,5,0.871
2506,10,0.863
2506,25,0.881
2506,50,0.902
2506,-1,0.939
2507,1,0.829
2507,5,0.846
2507,10,0.879
2507,25,0.881
2507,50,0.891
2507,-1,0.932
2508,1,0.252
2508,5,0.831
2508,10,0.866
2508,25,0.879
2508,50,0.884
2508,-1,0.939
2509,1,0.767
2509,5,0.761
2509,10,0.812
2509,25,0.888
2509,50,0.879
2509,-1,0.956
2510,1,0.78
2510,5,0.819
2510,10,0.869
2510,25,0.902
2510,50,0.915
2510,-1,0.937
2511,1,0.79
2511,5,0.836
2511,10,0.884
2511,25,0.922
2511,50,0.928
2511,-1,0.941
2512,1,0.344
2512,5,0.863
2512,10,0.887
2512,25,0.912
2512,50,0.907
2512,-1,0.946
2513,1,0.702
2513,5,0.853
2513,10,0.88
2513,25,0.88
2513,50,0.91
2513,-1,0.934
2514,1,0.817
2514,5,0.833
2514,10,0.863
2514,25,0.871
2514,50,0.902
2514,-1,0.922
2515,1,0.789
2515,5,0.847
2515,10,0.888
2515,25,0.888
2515,50,0.908
2515,-1,0.934
2516,1,0.61
2516,5,0.783
2516,10,0.845
2516,25,0.91
2516,50,0.901
2516,-1,0.934
2517,1,0.75
2517,5,0.876
2517,10,0.889
2517,25,0.913
2517,50,0.907
2517,-1,0.949
2518,1,0.565
2518,5,0.86
2518,10,0.877
2518,25,0.92
2518,50,0.915
2518,-1,0.94
2519,1,0.779
2519,5,0.879
2519,10,0.873
2519,25,0.901
2519,50,0.908
2519,-1,0.926
2520,1,0.607
2520,5,0.82
2520,10,0.862
2520,25,0.896
2520,50,0.908
2520,-1,0.942
2521,1,0.812
2521,5,0.834
2521,10,0.902
2521,25,0.921
2521,50,0.926
2521,-1,0.955
2522,1,0.538
2522,5,0.822
2522,10,0.882
2522,25,0.902
2522,50,0.896
2522,-1,0.939
2523,1,0.183
2523,5,0.83
2523,10,0.877
2523,25,0.877
2523,50,0.885
2523,-1,0.926
2524,1,0.734
2524,5,0.844
2524,10,0.858
2524,25,0.895
2524,50,0.903
2524,-1,0.929
2525,1,0.357
2525,5,0.779
2525,10,0.877
2525,25,0.867
2525,50,0.892
2525,-1,0.94
2526,1,0.662
2526,5,0.863
2526,10,0.906
2526,25,0.902
2526,50,0.922
2526,-1,0.939
2527,1,0.543
2527,5,0.878
2527,10,0.852
2527,25,0.907
2527,50,0.921
2527,-1,0.932
2528,1,0.756
2528,5,0.846
2528,10,0.881
2528,25,0.88
2528,50,0.882
2528,-1,0.933
2529,1,0.294
2529,5,0.816
2529,10,0.881
2529,25,0.902
2529,50,0.896
2529,-1,0.938
2530,1,0.787
2530,5,0.815
2530,10,0.859
2530,25,0.883
2530,50,0.891
2530,-1,0.938
2531,1,0.241
2531,5,0.848
2531,10,0.885
2531,25,0.902
2531,50,0.891
2531,-1,0.95
2532,1,0.572
2532,5,0.788
2532,10,0.866
2532,25,0.899
2532,50,0.926
2532,-1,0.934
2533,1,0.805
2533,5,0.85
2533,10,0.872
2533,25,0.912
2533,50,0.911
2533,-1,0.943
2534,1,0.787
2534,5,0.835
2534,10,0.876
2534,25,0.903
2534,50,0.911
2534,-1,0.938
2535,1,0.679
2535,5,0.842
2535,10,0.837
2535,25,0.874
2535,50,0.905
2535,-1,0.947
2536,1,0.741
2536,5,0.889
2536,10,0.89
2536,25,0.891
2536,50,0.903
2536,-1,0.929
2537,1,0.555
2537,5,0.821
2537,10,0.844
2537,25,0.854
2537,50,0.868
2537,-1,0.923
2538,1,0.79
2538,5,0.906
2538,10,0.897
2538,25,0.902
2538,50,0.892
2538,-1,0.941
2539,1,0.531
2539,5,0.835
2539,10,0.886
2539,25,0.907
2539,50,0.868
2539,-1,0.94
2540,1,0.599
2540,5,0.894
2540,10,0.887
2540,25,0.892
2540,50,0.912
2540,-1,0.943
2541,1,0.751
2541,5,0.813
2541,10,0.872
2541,25,0.875
2541,50,0.872
2541,-1,0.943
2542,1,0.74
2542,5,0.882
2542,10,0.857
2542,25,0.891
2542,50,0.902
2542,-1,0.942
2543,1,0.662
2543,5,0.813
2543,10,0.884
2543,25,0.901
2543,50,0.902
2543,-1,0.944
2544,1,0.681
2544,5,0.892
2544,10,0.882
2544,25,0.901
2544,50,0.913
2544,-1,0.949
2545,1,0.822
2545,5,0.826
2545,10,0.854
2545,25,0.876
2545,50,0.907
2545,-1,0.933
2546,1,0.592
2546,5,0.817
2546,10,0.896
2546,25,0.897
2546,50,0.922
2546,-1,0.942
2547,1,0.847
2547,5,0.831
2547,10,0.846
2547,25,0.913
2547,50,0.886
2547,-1,0.91
2548,1,0.675
2548,5,0.863
2548,10,0.865
2548,25,0.896
2548,50,0.905
2548,-1,0.933
2549,1,0.838
2549,5,0.851
2549,10,0.79
2549,25,0.857
2549,50,0.878
2549,-1,0.929
2550,1,0.524
2550,5,0.77
2550,10,0.855
2550,25,0.89
2550,50,0.914
2550,-1,0.939
2551,1,0.726
2551,5,0.851
2551,10,0.819
2551,25,0.892
2551,50,0.902
2551,-1,0.933
2552,1,0.832
2552,5,0.824
2552,10,0.845
2552,25,0.904
2552,50,0.925
2552,-1,0.919
2553,1,0.688
2553,5,0.837
2553,10,0.851
2553,25,0.887
2553,50,0.908
2553,-1,0.928
2554,1,0.73
2554,5,0.765
2554,10,0.889
2554,25,0.917
2554,50,0.92
2554,-1,0.935
2555,1,0.742
2555,5,0.835
2555,10,0.882
2555,25,0.899
2555,50,0.883
2555,-1,0.922
2556,1,0.71
2556,5,0.867
2556,10,0.872
2556,25,0.894
2556,50,0.906
2556,-1,0.934
2557,1,0.8
2557,5,0.847
2557,10,0.827
2557,25,0.883
2557,50,0.884
2557,-1,0.929
2558,1,0.642
2558,5,0.861
2558,10,0.877
2558,25,0.884
2558,50,0.897
2558,-1,0.937
2559,1,0.385
2559,5,0.863
2559,10,0.875
2559,25,0.9
2559,50,0.893
2559,-1,0.933
2560,1,0.689
2560,5,0.864
2560,10,0.823
2560,25,0.882
2560,50,0.885
2560,-1,0.941
2561,1,0.82
2561,5,0.813
2561,10,0.87
2561,25,0.897
2561,50,0.905
2561,-1,0.935
2562,1,0.83
2562,5,0.857
2562,10,0.854
2562,25,0.881
2562,50,0.909
2562,-1,0.941
2563,1,0.705
2563,5,0.853
2563,10,0.866
2563,25,0.892
2563,50,0.913
2563,-1,0.941
2564,1,0.825
2564,5,0.882
2564,10,0.884
2564,25,0.905
2564,50,0.911
2564,-1,0.934
2565,1,0.749
2565,5,0.847
2565,10,0.856
2565,25,0.9
2565,50,0.91
2565,-1,0.931
2566,1,0.742
2566,5,0.836
2566,10,0.886
2566,25,0.877
2566,50,0.904
2566,-1,0.948
2567,1,0.32
2567,5,0.84
2567,10,0.884
2567,25,0.899
2567,50,0.905
2567,-1,0.926
2568,1,0.685
2568,5,0.826
2568,10,0.865
2568,25,0.916
2568,50,0.917
2568,-1,0.953
2569,1,0.707
2569,5,0.877
2569,10,0.88
2569,25,0.906
2569,50,0.923
2569,-1,0.95
2570,1,0.746
2570,5,0.834
2570,10,0.89
2570,25,0.902
2570,50,0.907
2570,-1,0.932
2571,1,0.757
2571,5,0.89
2571,10,0.879
2571,25,0.912
2571,50,0.903
2571,-1,0.943
2572,1,0.605
2572,5,0.875
2572,10,0.881
2572,25,0.874
2572,50,0.892
2572,-1,0.929
2573,1,0.459
2573,5,0.817
2573,10,0.856
2573,25,0.897
2573,50,0.895
2573,-1,0.941
2574,1,0.773
2574,5,0.863
2574,10,0.856
2574,25,0.886
2574,50,0.911
2574,-1,0.93
2575,1,0.767
2575,5,0.842
2575,10,0.807
2575,25,0.888
2575,50,0.904
2575,-1,0.93
2576,1,0.889
2576,5,0.858
2576,10,0.906
2576,25,0.905
2576,50,0.922
2576,-1,0.947
2577,1,0.719
2577,5,0.888
2577,10,0.905
2577,25,0.894
2577,50,0.906
2577,-1,0.938
2578,1,0.415
2578,5,0.884
2578,10,0.879
2578,25,0.882
2578,50,0.897
2578,-1,0.949
2579,1,0.516
2579,5,0.838
2579,10,0.876
2579,25,0.846
2579,50,0.882
2579,-1,0.938
2580,1,0.77
2580,5,0.823
2580,10,0.829
2580,25,0.899
2580,50,0.916
2580,-1,0.934
2581,1,0.43
2581,5,0.808
2581,10,0.85
2581,25,0.918
2581,50,0.915
2581,-1,0.946
2582,1,0.768
2582,5,0.842
2582,10,0.834
2582,25,0.866
2582,50,0.909
2582,-1,0.94
2583,1,0.677
2583,5,0.815
2583,10,0.862
2583,25,0.872
2583,50,0.88
2583,-1,0.929
2584,1,0.381
2584,5,0.786
2584,10,0.867
2584,25,0.896
2584,50,0.89
2584,-1,0.933
2585,1,0.31
2585,5,0.862
2585,10,0.882
2585,25,0.878
2585,50,0.918
2585,-1,0.939
2586,1,0.652
2586,5,0.821
2586,10,0.888
2586,25,0.897
2586,50,0.903
2586,-1,0.938
2587,1,0.802
2587,5,0.803
2587,10,0.853
2587,25,0.893
2587,50,0.911
2587,-1,0.944
2588,1,0.768
2588,5,0.856
2588,10,0.842
2588,25,0.877
2588,50,0.904
2588,-1,0.941
2589,1,0.366
2589,5,0.836
2589,10,0.881
2589,25,0.894
2589,50,0.893
2589,-1,0.933
2590,1,0.575
2590,5,0.847
2590,10,0.849
2590,25,0.869
2590,50,0.897
2590,-1,0.941
2591,1,0.673
2591,5,0.808
2591,10,0.888
2591,25,0.889
2591,50,0.893
2591,-1,0.936
2592,1,0.614
2592,5,0.853
2592,10,0.869
2592,25,0.876
2592,50,0.882
2592,-1,0.949
2593,1,0.844
2593,5,0.829
2593,10,0.856
2593,25,0.911
2593,50,0.914
2593,-1,0.925
2594,1,0.735
2594,5,0.745
2594,10,0.885
2594,25,0.902
2594,50,0.912
2594,-1,0.941
2595,1,0.87
2595,5,0.863
2595,10,0.889
2595,25,0.913
2595,50,0.927
2595,-1,0.949
2596,1,0.714
2596,5,0.847
2596,10,0.886
2596,25,0.902
2596,50,0.906
2596,-1,0.941
2597,1,0.826
2597,5,0.834
2597,10,0.826
2597,25,0.855
2597,50,0.893
2597,-1,0.945
2598,1,0.539
2598,5,0.822
2598,10,0.87
2598,25,0.886
2598,50,0.912
2598,-1,0.925
2599,1,0.789
2599,5,0.789
2599,10,0.853
2599,25,0.871
2599,50,0.883
2599,-1,0.94
2600,1,0.71
2600,5,0.858
2600,10,0.872
2600,25,0.864
2600,50,0.892
2600,-1,0.937
2601,1,0.309
2601,5,0.749
2601,10,0.85
2601,25,0.89
2601,50,0.907
2601,-1,0.941
2602,1,0.882
2602,5,0.822
2602,10,0.819
2602,25,0.861
2602,50,0.879
2602,-1,0.944
2603,1,0.771
2603,5,0.856
2603,10,0.839
2603,25,0.873
2603,50,0.886
2603,-1,0.941
2604,1,0.677
2604,5,0.875
2604,10,0.872
2604,25,0.907
2604,50,0.918
2604,-1,0.93
2605,1,0.618
2605,5,0.773
2605,10,0.854
2605,25,0.866
2605,50,0.87
2605,-1,0.93
2606,1,0.756
2606,5,0.855
2606,10,0.896
2606,25,0.888
2606,50,0.913
2606,-1,0.932
2607,1,0.728
2607,5,0.876
2607,10,0.856
2607,25,0.9
2607,50,0.904
2607,-1,0.935
2608,1,0.794
2608,5,0.897
2608,10,0.883
2608,25,0.89
2608,50,0.886
2608,-1,0.943
2609,1,0.667
2609,5,0.835
2609,10,0.87
2609,25,0.912
2609,50,0.929
2609,-1,0.948
2610,1,0.809
2610,5,0.832
2610,10,0.805
2610,25,0.876
2610,50,0.917
2610,-1,0.938
2611,1,0.673
2611,5,0.868
2611,10,0.89
2611,25,0.891
2611,50,0.934
2611,-1,0.952
2612,1,0.7
2612,5,0.719
2612,10,0.784
2612,25,0.888
2612,50,0.877
2612,-1,0.951
2613,1,0.734
2613,5,0.874
2613,10,0.881
2613,25,0.872
2613,50,0.906
2613,-1,0.939
2614,1,0.667
2614,5,0.834
2614,10,0.889
2614,25,0.883
2614,50,0.899
2614,-1,0.946
2615,1,0.806
2615,5,0.853
2615,10,0.881
2615,25,0.873
2615,50,0.886
2615,-1,0.933
2616,1,0.831
2616,5,0.842
2616,10,0.859
2616,25,0.916
2616,50,0.924
2616,-1,0.938
2617,1,0.782
2617,5,0.874
2617,10,0.888
2617,25,0.857
2617,50,0.888
2617,-1,0.941
2618,1,0.852
2618,5,0.875
2618,10,0.883
2618,25,0.898
2618,50,0.904
2618,-1,0.948
2619,1,0.777
2619,5,0.892
2619,10,0.793
2619,25,0.876
2619,50,0.902
2619,-1,0.933
2620,1,0.841
2620,5,0.85
2620,10,0.829
2620,25,0.863
2620,50,0.901
2620,-1,0.947
2621,1,0.541
2621,5,0.868
2621,10,0.886
2621,25,0.877
2621,50,0.897
2621,-1,0.944
2622,1,0.456
2622,5,0.808
2622,10,0.855
2622,25,0.899
2622,50,0.905
2622,-1,0.95
2623,1,0.831
2623,5,0.843
2623,10,0.881
2623,25,0.87
2623,50,0.881
2623,-1,0.931
2624,1,0.781
2624,5,0.855
2624,10,0.855
2624,25,0.854
2624,50,0.888
2624,-1,0.929
2625,1,0.754
2625,5,0.788
2625,10,0.827
2625,25,0.906
2625,50,0.899
2625,-1,0.934
2626,1,0.642
2626,5,0.824
2626,10,0.833
2626,25,0.905
2626,50,0.908
2626,-1,0.951
2627,1,0.767
2627,5,0.859
2627,10,0.873
2627,25,0.911
2627,50,0.924
2627,-1,0.951
2628,1,0.73
2628,5,0.833
2628,10,0.87
2628,25,0.918
2628,50,0.93
2628,-1,0.94
2629,1,0.195
2629,5,0.821
2629,10,0.854
2629,25,0.903
2629,50,0.914
2629,-1,0.93
2630,1,0.795
2630,5,0.845
2630,10,0.873
2630,25,0.908
2630,50,0.895
2630,-1,0.942
2631,1,0.767
2631,5,0.871
2631,10,0.9
2631,25,0.919
2631,50,0.921
2631,-1,0.927
2632,1,0.581
2632,5,0.854
2632,10,0.898
2632,25,0.918
2632,50,0.913
2632,-1,0.935
2633,1,0.24
2633,5,0.823
2633,10,0.843
2633,25,0.898
2633,50,0.904
2633,-1,0.93
2634,1,0.377
2634,5,0.876
2634,10,0.88
2634,25,0.912
2634,50,0.924
2634,-1,0.937
2635,1,0.659
2635,5,0.778
2635,10,0.799
2635,25,0.878
2635,50,0.883
2635,-1,0.928
2636,1,0.642
2636,5,0.865
2636,10,0.855
2636,25,0.877
2636,50,0.894
2636,-1,0.933
2637,1,0.832
2637,5,0.887
2637,10,0.864
2637,25,0.881
2637,50,0.896
2637,-1,0.944
2638,1,0.794
2638,5,0.856
2638,10,0.847
2638,25,0.883
2638,50,0.889
2638,-1,0.934
2639,1,0.758
2639,5,0.848
2639,10,0.899
2639,25,0.898
2639,50,0.907
2639,-1,0.938
2640,1,0.74
2640,5,0.829
2640,10,0.835
2640,25,0.909
2640,50,0.924
2640,-1,0.931
2641,1,0.677
2641,5,0.784
2641,10,0.838
2641,25,0.89
2641,50,0.912
2641,-1,0.941
2642,1,0.611
2642,5,0.869
2642,10,0.875
2642,25,0.89
2642,50,0.868
2642,-1,0.934
2643,1,0.4
2643,5,0.85
2643,10,0.879
2643,25,0.888
2643,50,0.89
2643,-1,0.937
2644,1,0.776
2644,5,0.862
2644,10,0.898
2644,25,0.904
2644,50,0.917
2644,-1,0.944
2645,1,0.615
2645,5,0.832
2645,10,0.82
2645,25,0.866
2645,50,0.91
2645,-1,0.927
2646,1,0.642
2646,5,0.825
2646,10,0.859
2646,25,0.903
2646,50,0.915
2646,-1,0.954
2647,1,0.755
2647,5,0.75
2647,10,0.8
2647,25,0.884
2647,50,0.879
2647,-1,0.945
2648,1,0.601
2648,5,0.86
2648,10,0.861
2648,25,0.882
2648,50,0.899
2648,-1,0.943
2649,1,0.777
2649,5,0.877
2649,10,0.872
2649,25,0.903
2649,50,0.906
2649,-1,0.927
2650,1,0.727
2650,5,0.876
2650,10,0.914
2650,25,0.91
2650,50,0.891
2650,-1,0.944
2651,1,0.574
2651,5,0.84
2651,10,0.9
2651,25,0.914
2651,50,0.912
2651,-1,0.925
2652,1,0.601
2652,5,0.893
2652,10,0.885
2652,25,0.914
2652,50,0.921
2652,-1,0.935
2653,1,0.747
2653,5,0.859
2653,10,0.876
2653,25,0.901
2653,50,0.918
2653,-1,0.936
2654,1,0.818
2654,5,0.9
2654,10,0.891
2654,25,0.904
2654,50,0.914
2654,-1,0.942
2655,1,0.718
2655,5,0.837
2655,10,0.842
2655,25,0.917
2655,50,0.918
2655,-1,0.944
2656,1,0.559
2656,5,0.794
2656,10,0.889
2656,25,0.896
2656,50,0.906
2656,-1,0.945
2657,1,0.598
2657,5,0.846
2657,10,0.879
2657,25,0.888
2657,50,0.91
2657,-1,0.929
2658,1,0.557
2658,5,0.758
2658,10,0.855
2658,25,0.864
2658,50,0.883
2658,-1,0.941
2659,1,0.468
2659,5,0.853
2659,10,0.879
2659,25,0.916
2659,50,0.927
2659,-1,0.95
2660,1,0.49
2660,5,0.862
2660,10,0.887
2660,25,0.914
2660,50,0.913
2660,-1,0.927
2661,1,0.635
2661,5,0.868
2661,10,0.908
2661,25,0.912
2661,50,0.92
2661,-1,0.941
2662,1,0.797
2662,5,0.834
2662,10,0.883
2662,25,0.898
2662,50,0.91
2662,-1,0.943
2663,1,0.421
2663,5,0.889
2663,10,0.902
2663,25,0.908
2663,50,0.892
2663,-1,0.948
2664,1,0.668
2664,5,0.859
2664,10,0.864
2664,25,0.909
2664,50,0.92
2664,-1,0.944
2665,1,0.687
2665,5,0.831
2665,10,0.872
2665,25,0.886
2665,50,0.921
2665,-1,0.93
2666,1,0.818
2666,5,0.83
2666,10,0.847
2666,25,0.9
2666,50,0.905
2666,-1,0.952
2667,1,0.523
2667,5,0.834
2667,10,0.861
2667,25,0.917
2667,50,0.916
2667,-1,0.951
2668,1,0.681
2668,5,0.789
2668,10,0.807
2668,25,0.868
2668,50,0.898
2668,-1,0.941
2669,1,0.686
2669,5,0.864
2669,10,0.899
2669,25,0.897
2669,50,0.923
2669,-1,0.944
2670,1,0.682
2670,5,0.874
2670,10,0.901
2670,25,0.913
2670,50,0.904
2670,-1,0.947
2671,1,0.756
2671,5,0.851
2671,10,0.885
2671,25,0.896
2671,50,0.899
2671,-1,0.931
2672,1,0.714
2672,5,0.843
2672,10,0.897
2672,25,0.924
2672,50,0.924
2672,-1,0.929
2673,1,0.675
2673,5,0.875
2673,10,0.893
2673,25,0.917
2673,50,0.92
2673,-1,0.949
2674,1,0.596
2674,5,0.838
2674,10,0.882
2674,25,0.89
2674,50,0.912
2674,-1,0.943
2675,1,0.522
2675,5,0.763
2675,10,0.82
2675,25,0.883
2675,50,0.893
2675,-1,0.95
2676,1,0.541
2676,5,0.854
2676,10,0.835
